"operational_day","estimated_avoidable_deaths","BRI_Number.of.Surgical.Outliers","BRI_Number.of.Outliers..excluding.paediatrics..at.1000","Sirona...SG_DtA.P1.Referrals.Received","BRI_Number.of.critical.care.beds.available.at.8am..today.","Sirona...NS_DtA.P2.TOTAL.BOOKED.AND.UN.BOOKED.Waiting.for.capacity..medically.fit.and.ready.to.leave.ACUTE","Sirona...Bristol_Patients.Admitted.to.DtA.P2...YESTERDAY.S.DATA","WGH_Critical.Care.beds...Adult.critical.care.beds.occupied","Sirona...Bristol_DtA.P2.Referrals.Received","Sirona...SG_Patients.Admitted.to.DtA.P2...YESTERDAY.S.DATA","BRI_Resuscitation.Capacity.at.1000","Sirona...SG_DtA.P1.UNBOOKED.Waiting.for.capacity..medically.fit.and.ready.to.leave.acute","Sirona...SG_Delayed.TOC.Docs.to.all.Pathways","NHS.Bristol..North.Somerset..South.Gloucestershire.Integrated.Care.Board_Category.1...BNSSG.Mean.Response..Since.Midnight.","SevernSide.Integrated.Urgent.Care.System_Calls.Answered.in.Last.15.mins","SevernSide_.Severnside..Referred.to.ED","SWASFT_.SWASFT..Number.of.NHS.111.Incidents","Bristol.Royal.Hospital.for.Children_Total.Breaches.Since.Midnight","Sirona...NS_DtA.P3.BOOKED.Waiting.for.capacity..medically.fit.and.ready.to.leave.ACUTE","WGH_Escalation.beds.open","BRI_Number.of.Cardiac.Outliers","Sirona...NS_DtA.P2.referrals.received","Sirona...Bristol_Patients.Admitted.to.DtA.P3...YESTERDAY.S.DATA","Sirona...SG_Closed.TOC.Docs.to.all.pathways","Sirona...SG_Patients.Admitted.to.DtA.P3...YESTERDAY.S.DATA","Sirona...NS_Patients.Admitted.to.DtA.P2...YESTERDAY.S.DATA","Weston_Resuscitation.Capacity","BRI_Number.of.Discharges","SevernSide.Integrated.Urgent.Care.System_Number.of.Home.Visits","BRI_Number.of.empty.beds.on.assessment.units.8am..today....Surgery","Sirona...SG_DtA.P3.BOOKED.Waiting.for.capacity..medically.fit.and.ready.to.leave.ACUTE","Bristol.Royal.Infirmary_Ambulance.Handovers.30mins..Since.Midnight.","BRI_Critical.Care.beds...Neonatal.intensive.care.cots.occupied","Sirona...Bristol_DtA.P3.BOOKED.Waiting.for.capacity..medically.fit.and.ready.to.leave.ACUTE","BRI_Number.of.GP.expected.diverts.to.ED","Bristol.Royal.Hospital.for.Children_4hr.Breach.Performance","Sirona...Bristol_Closed.TOC.Docs.to.all.pathways","Weston_Median.time.to.treatment.since.midnight","NBT_A.E.attends...paediatrics","Weston_A.E.Discharges.in.Last.Hour","Weston_ED.all.type.attendance.variation","Bristol.Royal.Hospital.for.Children_Ambulance.Handovers.15mins..Since.Midnight.","Sirona...SG_DtA.P2.Referrals.Received","SevernSide_.Severnside..HCP.Calls.Answered","Sirona...NS_Patients.Admitted.to.DtA.P3...YESTERDAY.S.DATA","WGH_Number.of.Admissions","Sirona...NS_Delayed.TOC.Docs.to.all.Pathways","Weston_Ambulances.Conveyed.to.Hospital..Last.Hour.","BRI_Critical.Care.beds...Paediatric.intensive.care.beds.occupied","Sirona...Total_NBT.Complex.Discharges","Sirona...NS_DtA.P1.Referrals.Received","Sirona...Bristol_DtA.P1.Referrals.Received","Bristol.Royal.Infirmary_ED.all.type.attendance.variation","Bristol.Royal.Infirmary_No..of.DTAs....8hrs.","North.Bristol.NHS.Trust_Average.Time.to.Triage","Sirona...Other_NBT.Complex.Discharges","Sirona...SG_DtA.P2.BOOKED.Waiting.for.capacity..medically.fit.and.ready.to.leave.ACUTE","Sirona...Bristol_No.of.referrals.received.for.DtA.P3","Bristol.Royal.Hospital.for.Children_Ambulances.Conveyed.to.Hospital..Last.Hour.","NBT_Adult.critical.care.beds.occupied","Weston_Ambulance.Handovers.30mins..Since.Midnight.","Sirona...NS_DtA.P1.BOOKED.AND.UN.BOOKED.Waiting.for.capacity..medically.fit.and.ready.to.leave.ACUTE","Sirona...NS_Closed.TOC.Docs.to.all.pathways","North.Bristol.NHS.Trust_Ambulances.En.Route.to.Hospital","Avon.and.Wiltshire.Mental.Health.Partnership.NHS.Trust_Mason.Section.136.Beds.Available..Capacity.4.","Sirona...Bristol_DtA.P2.BOOKED.Waiting.for.capacity..medically.fit.and.ready.to.leave.ACUTE","Sirona...SG_DtA.P3.BOOKED.AND.UN.BOOKED.Waiting.for.capacity..medically.fit.and.ready.to.leave.ACUTE","Weston_Average.Time.to.Triage","Sirona...SG_No.of.referrals.received.for.DtA.P3","NHS.Bristol..North.Somerset..South.Gloucestershire.Integrated.Care.Board_Proportion.of.Calls.Since.Midnight.that.Received.a.See.Convey","Sirona...NS_No.of.referrals.received.for.DtA.P3","NBT_Of.neonatal.critical.care.beds.occupied..how.many.are.level.3.","SevernSide.Integrated.Urgent.Care.System_IUC.Advice.Longest.Wait..2hr.Call.Back.","Sirona...SG_DtA.P2.UNBOOKED.Waiting.for.capacity..medically.fit.and.ready.to.leave.acute","NBT_Number.of.Discharges","Sirona...Total_BRI.P0.Discharges","Sirona...NS_DtA.P2.BOOKED.Waiting.for.capacity..medically.fit.and.ready.to.leave.ACUTE","North.Bristol.NHS.Trust_4hr.Breach.Performance","Bristol.Royal.Infirmary_Ambulances.En.Route.to.Hospital","SevernSide.Integrated.Urgent.Care.System_Number.of.Treatment.Centre.Appointments","North.Bristol.NHS.Trust_Ambulance.Handovers.30.mins..Last.Hour.","SevernSide_.Severnside..Calls.Answered","Weston_New.Arrivals.in.Last.Hour","Sirona...Bristol_NBT.P0.Discharges","Bristol.Royal.Hospital.for.Children_Average.Time.to.Triage","Sirona...Total_BRI.Complex.Discharges","Sirona...North.Somerset_NBT.Complex.Discharges","Sirona...Bristol_DtA.P1.slots.booked","Bristol.Royal.Infirmary_Median.time.to.treatment.since.midnight","Bristol.Royal.Infirmary_A.E.Discharges.in.Last.Hour","Weston_Total.Breaches.Since.Midnight","North.Bristol.NHS.Trust_ED.all.type.4.hour.performance","Bristol.Royal.Infirmary_ED.all.type.4.hour.performance","Sirona...Other_NBT.P0.Discharges","Sirona...North.Somerset_NBT.P0.Discharges","Sirona...Total_WGH.Complex.Discharges","Sirona...SG_DtA.P1.Slots.Booked","Sirona...NS_DtA.P1.Slots.Booked","Bristol.Royal.Infirmary_..of.beds.occupied.by.patients.with.NCtR","Weston_Majors.and.resuscitation.occupancy..adult.","Sirona...Total_WGH.P0.Discharges","Weston_ED.all.type.4.hour.performance"
2023-03-16,0.343926569313021,0.325361459441409,-0.940266749877543,-0.335336496321449,0.831636308700576,1.7228670645779,0.560239510425053,1.09465268855998,0.31770748686245,-0.114037832461821,1.21791184099237,0.314969163090129,-1.21845332109672e-17,0,-2.99486630714265e-17,0.317891190331652,0.477311925928994,1.49799074256193e-17,-1.24773669671189,0.677802982144061,0.399053393603492,1.41424490799702,0.282516516089421,-0.211385080555558,1.1996907156821,-1.35640418414667,4.91538097713474e-18,-1.24813759975683,4.82722298824377e-17,0.774933302805482,1.8298711720052,3.19173375759367e-17,1.07682447345975,1.01928953350861,-0.639816953730626,-1.96336845052099e-17,-1.44935900654261,2.42936826479211e-17,-0.911285695925402,0,1.64199505211549e-17,-2.24685158871798e-17,-0.762629153627186,-0.310003164916153,-0.814075785680612,-2.46944283809544,4.30220277788435e-17,-1.3925873028837e-17,0.959697812087201,4.65672435590244e-17,1.29611192059892,-0.0284039417423336,0,7.55234615917276e-18,1.91404778068079e-17,6.12804974543885e-18,-1.12073992689344,0.0271920544732907,-5.73300354745572e-17,-2.13832553991065,-1.42173839315061e-17,-0.782991219640557,-0.819358988095687,-4.05938984963233e-17,3.97743905864885e-17,0.794021429698973,-0.84557949178204,6.52227331470175e-18,-2.24037343711325e-17,3.16734260531931e-17,-1.35839007247065,1.00969956347161,-1.54987419116244e-17,0.934151574669875,-1.72292092751927,-7.34750365230457e-17,-0.65977981815993,-3.6889027066344e-17,0,-4.4242532382485e-18,6.4822070285874e-17,-0.770868095486744,1.39807044947997e-17,-2.48030093987156e-17,0,3.15084069248915e-17,-1.33920164975658e-17,-0.174090308005075,-1.1626559672016e-17,2.47103739169643e-18,-1.59397272055265e-17,0,7.31246838451674e-18,7.64236440627947e-18,2.87055698265908e-17,-2.56511539413306e-17,-1.91005554709215e-17,-2.99043086665752e-17,2.00948009304998e-16,2.24929001025381e-17,1.84911500996799e-17,6.5902703670128e-17
2023-03-17,0.481654004363922,-0.539807299187991,-1.08458319395273,-0.335336496321449,0.883659804829337,1.65344147077425,2.56960724892846,1.25233179293021,1.4065406421645,0.715852713628323,2.60489362136115,1.47262611349743,-1.21845332109672e-17,0,-2.99486630714265e-17,-0.492900021852135,-0.356489917181641,-1.97868126900822,2.18389987373279,0.908549678407845,-0.612132332031191,-0.897318183631634,-1.46374925948361,-0.316935084775175,2.46709099792099,-0.296576464067201,1.39669003827944,-2.08628303828995,4.82722298824377e-17,2.00864349910686,-0.49379726385037,3.19173375759367e-17,0.747471200000377,1.81847702244979,-0.45503490430123,0.298918141335038,1.704832713575,2.42936826479211e-17,-0.616257181743923,-1.1152938455171,1.64199505211549e-17,-2.24685158871798e-17,2.41631489281966,-0.0882693398620821,-0.963692587602024,-0.800224444444236,4.30220277788435e-17,-1.3925873028837e-17,1.03227551390148,4.65672435590244e-17,1.58891387155401,-0.873561553653415,0,7.55234615917276e-18,-0.305537720133244,6.12804974543885e-18,0.621586511046263,-1.25911368283166,-5.73300354745572e-17,-1.45748658572853,-1.42173839315061e-17,-0.461143240457123,0.0342369212129231,-4.05938984963233e-17,3.97743905864885e-17,2.68034374083174,-0.864588788421506,-1.3193670151764,-2.24037343711325e-17,3.16734260531931e-17,1.83610853412096,0.441254089835537,-1.54987419116244e-17,0.961680909188019,-1.13936309016842,-7.34750365230457e-17,-0.168167347677283,-0.931681833818996,0,-4.4242532382485e-18,6.4822070285874e-17,-0.928021237159219,-0.554484040300509,-2.48030093987156e-17,-1.68044373833286,3.15084069248915e-17,-1.33920164975658e-17,1.07686818050876,-1.1626559672016e-17,-0.506281213067043,-1.28290771114541,0,7.31246838451674e-18,7.64236440627947e-18,2.87055698265908e-17,-2.56511539413306e-17,-1.91005554709215e-17,-2.99043086665752e-17,2.00948009304998e-16,2.24929001025381e-17,1.84911500996799e-17,6.5902703670128e-17
2023-03-18,0.566728406350219,-0.57470011213949,-0.831425258090206,0.70259574556527,2.05953595150195,1.77145331565443,0.38131574319592,1.32411310000083,-0.904381898366627,1.67370462832035,-0.117337056341665,1.7285904970046,-1.21845332109672e-17,0,-2.99486630714265e-17,-0.0372306688333726,1.32499248584899,1.15233164201024,1.46445631358045,0.780033887603348,-0.539018276625753,0.791209449761892,-1.12416193775602,0.396574169664133,-1.51184956400719,-1.42643335705247,1.09688713864925,-2.10697650262367,4.82722298824377e-17,1.47862833292015,1.08959983036567,3.19173375759367e-17,-0.10897551892778,1.20837478292488,-1.65514705714105,-2.60062963548467,1.64345265225757,2.42936826479211e-17,0.016682464604857,-1.06638602463054,1.64199505211549e-17,-2.24685158871798e-17,-0.206136263858826,-0.222186682935957,0.373006243669086,0.543943502103842,4.30220277788435e-17,-1.3925873028837e-17,0.405599156116113,4.65672435590244e-17,-1.10613822641477,1.44012789149568,0,-0.22882129220061,2.29303467890849,6.12804974543885e-18,1.75842944945925,2.00420074352237,-5.73300354745572e-17,-2.55646355028883,-1.42173839315061e-17,-0.960627654418153,1.46804015238548,-4.05938984963233e-17,3.97743905864885e-17,3.53282664994321,-0.87595019588357,-0.69373718071774,-2.24037343711325e-17,3.16734260531931e-17,1.79832475795953,0.436468378537525,-1.54987419116244e-17,0.150688055433852,-0.273009490817992,-7.34750365230457e-17,-0.262677990662857,-0.486795413930637,0,-4.4242532382485e-18,6.4822070285874e-17,-0.032306153409463,0.442689088173043,-2.48030093987156e-17,-1.44952479605529,3.15084069248915e-17,-1.33920164975658e-17,-0.99052252995772,-1.1626559672016e-17,-1.69240689190343,-0.00703874689454989,0,7.31246838451674e-18,7.64236440627947e-18,2.87055698265908e-17,-2.56511539413306e-17,-1.91005554709215e-17,-2.99043086665752e-17,2.00948009304998e-16,2.24929001025381e-17,1.84911500996799e-17,6.5902703670128e-17
2023-03-19,0.497218331783573,0.296807647408577,-0.169418105205466,0.493767313959409,1.9639958718215,1.56334173618883,-0.750754543110589,0.0712619551160192,-0.530679547660174,-0.80098020507967,0.0759077095475894,2.25067002804964,-1.21845332109672e-17,0,-2.99486630714265e-17,-1.80738882273766,-1.50613281331651,-0.451651247925967,1.63380460388111,0.195325732045438,-0.47977729159071,0.0747436165243512,-0.0155897515136058,-0.406039700600286,-0.553156036025709,-0.444197842072517,0.505656841291236,-0.228328297221457,4.82722298824377e-17,0.0828395770332961,1.03778322626574,3.19173375759367e-17,-1.02069096979943,1.01557030656601,1.07308993092812,-0.869097156266154,-0.492931250544511,2.42936826479211e-17,0.103161657173551,0.226782635332779,1.64199505211549e-17,-2.24685158871798e-17,-0.0552797990189098,-0.663169540740964,-0.13784825520625,-1.0302121770954,4.30220277788435e-17,-1.3925873028837e-17,1.07865576162851,4.65672435590244e-17,0.303913144724622,-1.04585029767988,0,-0.721947320705773,1.56788766226083,6.12804974543885e-18,1.89218253435064,1.70654627671668,-5.73300354745572e-17,-1.82455951785537,-1.42173839315061e-17,-1.08910851400832,0.562972527771142,-4.05938984963233e-17,3.97743905864885e-17,1.6836216102223,-0.885343392798547,-0.492190574623737,-2.24037343711325e-17,3.16734260531931e-17,-0.220620916278787,0.411384692362836,-1.54987419116244e-17,0.232978171405447,-0.434632219021586,-7.34750365230457e-17,-0.785334694124327,0.0294122897456223,0,-4.4242532382485e-18,6.4822070285874e-17,-1.13824518802055,0.577069834181605,-2.48030093987156e-17,1.42254824239924,3.15084069248915e-17,-1.33920164975658e-17,-1.39383130285657,-1.1626559672016e-17,-0.179257954512976,0.875650551134648,0,7.31246838451674e-18,7.64236440627947e-18,2.87055698265908e-17,-2.56511539413306e-17,-1.91005554709215e-17,-2.99043086665752e-17,2.00948009304998e-16,2.24929001025381e-17,1.84911500996799e-17,6.5902703670128e-17
2023-03-20,0.833433300654605,0.280574622332219,-0.579231291515181,-0.433002608919068,0.692035146440569,2.01212075486485,-0.250411069372181,-1.16377354351676,-0.232612469190306,-0.554134867109241,-2.06501055010082,1.69555723415894,-1.21845332109672e-17,0,-2.99486630714265e-17,0.679620759341941,-1.22932788739674,-1.53326184153983,1.68601776792518,-0.12529281565922,-0.629596644427746,-0.412250240844413,0.0513980995696618,-0.177429755552148,-0.497484797821257,-0.183962452910032,1.42960190708517,-1.80266869163289,4.82722298824377e-17,2.35420346524763,1.10692258289247,3.19173375759367e-17,-0.960674442513865,0.697455208517435,-1.25312072580761,1.01559953726301,-0.424829166092352,2.42936826479211e-17,1.05311508808089,-1.66689903756239,1.64199505211549e-17,-2.24685158871798e-17,-0.382858534846642,-0.471271879496829,-0.0137901028874503,-3.75457890513212,4.30220277788435e-17,-1.3925873028837e-17,1.69738317055669,4.65672435590244e-17,0.61655281173687,-0.750028882678407,0,-1.09414369565367,0.593635406784731,6.12804974543885e-18,-0.366705532141286,-0.407056412303071,-5.73300354745572e-17,-1.32158434841195,-1.42173839315061e-17,-1.02895339820422,-0.12191210671477,-4.05938984963233e-17,3.97743905864885e-17,2.20163279871067,-0.855627949598099,-0.91401176762694,-2.24037343711325e-17,3.16734260531931e-17,-0.211839610400088,0.436222116987231,-1.54987419116244e-17,0.180003178158994,-1.01668966258664,-7.34750365230457e-17,-0.00356459520633196,0.982184312274613,0,-4.4242532382485e-18,6.4822070285874e-17,-1.43734261560239,-1.84761274338275,-2.48030093987156e-17,0.403887986478204,3.15084069248915e-17,-1.33920164975658e-17,0.758358062731169,-1.1626559672016e-17,-0.646243300917746,-0.378107186072713,0,7.31246838451674e-18,7.64236440627947e-18,2.87055698265908e-17,-2.56511539413306e-17,-1.91005554709215e-17,-2.99043086665752e-17,2.00948009304998e-16,2.24929001025381e-17,1.84911500996799e-17,6.5902703670128e-17
2023-03-21,1.12246116203417,-0.992394495420294,0.181907872795758,-0.63115057574689,-0.575401869587499,1.35396259763111,-1.86666504033089,-1.33414663245618,-1.36123732821639,2.13108913860611,-1.1396218046749,1.96486074556614,-1.21845332109672e-17,0,-2.99486630714265e-17,1.13832148906296,-0.209919953305603,-1.64139076416919,0.75617810440974,-0.0378364175066144,-0.596741516512014,-0.881221690988438,-1.27727230210867,-0.195706727339659,0.112401411723747,-1.08237354863077,-0.119004445729157,-0.701244519439774,4.82722298824377e-17,0.124810185026718,0.246626259240829,3.19173375759367e-17,-1.45408971785119,1.03770184849576,-1.16390202964996,1.85991472737128,-1.13823257591597,2.42936826479211e-17,-1.40864531184002,1.38598366119142,1.64199505211549e-17,-2.24685158871798e-17,0.374688384635619,1.50781979356315,0.839928495635549,-1.01636923883914,4.30220277788435e-17,-1.3925873028837e-17,0.484545142645802,4.65672435590244e-17,-0.73721310456644,-2.5046008014674,0,-0.967920024058087,-1.21485459707199,6.12804974543885e-18,-1.96691042837722,0.480367604322491,-5.73300354745572e-17,-1.84783770524331,-1.42173839315061e-17,-1.02306749551316,-0.598613749823943,-4.05938984963233e-17,3.97743905864885e-17,2.16992231520031,-1.16265631401691,0.00639421834017445,-2.24037343711325e-17,3.16734260531931e-17,1.71121145205237,0.483138935010047,-1.54987419116244e-17,-0.00653094451648022,-1.22813908078698,-7.34750365230457e-17,-0.805312401332338,-0.858137848787203,0,-4.4242532382485e-18,6.4822070285874e-17,-0.711498984542781,-0.758633249847742,-2.48030093987156e-17,-0.653997847168145,3.15084069248915e-17,-1.33920164975658e-17,0.0263436158398509,-1.1626559672016e-17,-0.375163085618597,-0.645172948602397,0,7.31246838451674e-18,7.64236440627947e-18,2.87055698265908e-17,-2.56511539413306e-17,-1.91005554709215e-17,-2.99043086665752e-17,2.00948009304998e-16,2.24929001025381e-17,1.84911500996799e-17,6.5902703670128e-17
2023-03-22,1.10378954026298,0.415966531504122,0.732761098329918,0.0509449706050267,0.851701985567199,1.32827446589499,-0.695249783520575,-0.00234505563412869,-1.96761255904086,-0.961049587585193,-0.0864255059483524,1.78653729120557,-1.21845332109672e-17,0,-2.99486630714265e-17,-0.719693592621684,0.863936034246433,-0.654961827315017,0.659175328970655,-0.609189673516215,0.550959781983577,1.48289734937777,0.051515445394622,-1.03690794205063,-1.21725782532674,-1.21938886638872,-2.71634955425877,-1.0297344785611,4.82722298824377e-17,0.00196566727296448,-1.2906046561462,1.18688242651958,-0.607980815184577,-0.361413015300744,-0.0449911794777841,1.56073175277356,-0.0996593607102067,2.42936826479211e-17,0.511898729754887,-0.328261975455483,1.64199505211549e-17,-1.31801054348739,1.85898773925399,0.175995344796939,-0.868114756489628,-1.11579134630703,4.30220277788435e-17,-0.901785824973527,0.0149959514139253,4.65672435590244e-17,1.10825264087655,0.177925171573002,0,-0.903627777651562,-0.399972621060829,6.12804974543885e-18,1.66782850607404,-0.518299970314444,-1.40765093236217,-2.53248226306622,-0.0208886305927417,-0.957305016631681,1.05393037907133,-4.05938984963233e-17,3.97743905864885e-17,1.16305285883633,-1.41977484407659,1.20505468462529,-2.24037343711325e-17,3.16734260531931e-17,-0.178934129275897,0.466600725227528,-1.54987419116244e-17,-1.09187795264231,-1.22740109614395,-7.34750365230457e-17,-0.820034177682128,-1.11720399950692,-1.72662563646268,-4.4242532382485e-18,6.4822070285874e-17,-0.756386362595285,0.157128353648068,-2.48030093987156e-17,0.0101346101648622,3.15084069248915e-17,-1.33920164975658e-17,-0.705670831051467,-1.1626559672016e-17,-0.267229317328053,0.525298954373899,0,7.31246838451674e-18,7.64236440627947e-18,2.87055698265908e-17,-2.56511539413306e-17,-1.91005554709215e-17,-2.99043086665752e-17,2.00948009304998e-16,2.24929001025381e-17,1.84911500996799e-17,6.5902703670128e-17
2023-03-23,0.977485653165198,0.325361459441409,0.97653770815142,1.15273657314601,0.831636308700576,1.08776574447502,0.560239510425053,1.09465268855998,0.87380528428606,-1.00908175565627,-0.179625785896576,1.26197448962415,-1.21845332109672e-17,0,-2.99486630714265e-17,-0.36951374345188,-1.1853251387251,-1.4589977630105,0.488190511686005,1.11513788039699,0.399053393603492,0.174317441415061,1.45427286565146,1.4877019982277,-1.33062289687942,-1.35640418414667,-0.240820762594339,-0.492831394942653,4.82722298824377e-17,0.487086980926481,-0.467442109125591,-0.482827421027904,-0.224115608075786,0.546276658063004,0.3642964790865,1.41700473127162,-1.44935900654261,2.42936826479211e-17,-0.911285695925402,0.671521328757743,1.64199505211549e-17,-0.679375907214457,1.15697132290989,-0.250974938436992,-0.814075785680612,-0.624169247396733,4.30220277788435e-17,-0.684769282104699,-0.409101752261475,4.65672435590244e-17,0.640097719492072,-0.494333430782105,0,-0.744391513692239,-0.386594431083389,6.12804974543885e-18,1.24389890632649,0.0271920544732907,-1.76222773745171,-1.1809018236587,0.825155205000643,-0.513759428042161,0.760047232732066,-4.05938984963233e-17,3.97743905864885e-17,-0.553551277350488,-0.84557949178204,0.354992404852349,-2.24037343711325e-17,3.16734260531931e-17,1.77332679298928,0.484860621143044,-1.54987419116244e-17,-0.890420066241048,-0.138200250147375,-7.34750365230457e-17,-0.65977981815993,-0.785347486561756,-2.6839990457246,-4.4242532382485e-18,6.4822070285874e-17,-0.670121172868714,-0.411691942856871,-2.48030093987156e-17,-0.971962615565667,3.15084069248915e-17,-1.33920164975658e-17,-0.698750592455464,-1.1626559672016e-17,-0.219076126174811,0.569948358679544,0,7.31246838451674e-18,7.64236440627947e-18,2.87055698265908e-17,-2.56511539413306e-17,-1.91005554709215e-17,-2.99043086665752e-17,2.00948009304998e-16,2.24929001025381e-17,1.84911500996799e-17,6.5902703670128e-17
2023-03-24,1.50563020102176,0.97265396348929,0.606714857249296,-1.84965742632572,0.883659804829337,2.07684235084283,-1.08631904852521,0.101628590843152,0.85044284474089,2.50594056001722,-0.190181632416736,1.23587478186392,-1.21845332109672e-17,0,-2.99486630714265e-17,-0.26376504392429,-1.92411914956979,-1.25157459861865,1.22162912784527,2.4392218222931,-0.612132332031191,-0.277354450340652,-1.46374925948361,-0.316935084775175,-0.0632226146405247,-1.5370632221425,1.39669003827944,-1.73380680937666,4.82722298824377e-17,1.00118137253035,1.03774492357016,0.672256917811567,0.313824506155197,1.34546414700418,1.55319196133302,0.283229093643699,1.06900042116552,2.42936826479211e-17,0.0507813243071119,-1.5473247837088,1.64199505211549e-17,-0.665536075178764,1.13658124179494,-0.324382245778724,-0.963692587602024,-2.79311992239883,4.30220277788435e-17,-0.135922945161898,0.119742471002364,4.65672435590244e-17,-0.0511216312131146,-1.80542053173296,0,-0.862270953876723,-0.635975073553906,6.12804974543885e-18,0.148658744402277,0.499574727945506,-1.27011281546068,-0.739418798539567,2.7115215739994,0.346552134338066,-1.54516929961483,-4.05938984963233e-17,3.97743905864885e-17,-0.463992575617001,-0.615237483142272,3.13283174119642,-2.24037343711325e-17,3.16734260531931e-17,-1.29560833133897,0.441254089835537,-1.54987419116244e-17,-0.315519239449627,-1.09275365848101,-7.34750365230457e-17,-0.852004593737588,-0.550959439225139,-1.84450903940577,-4.4242532382485e-18,6.4822070285874e-17,-0.405969001774883,-2.27024826328295,-2.48030093987156e-17,0.504521769462782,3.15084069248915e-17,-1.33920164975658e-17,0.0275476116079815,-1.1626559672016e-17,-1.02364638204113,-0.0658691687958497,0,7.31246838451674e-18,7.64236440627947e-18,2.87055698265908e-17,-2.56511539413306e-17,-1.91005554709215e-17,-2.99043086665752e-17,2.00948009304998e-16,2.24929001025381e-17,1.84911500996799e-17,6.5902703670128e-17
2023-03-25,0.542098686877499,0.937761150537791,-0.267659241022864,-0.205996812437292,0.744120101570966,2.4065546357573,-1.81224003527628,0.173409897913767,0.763911493904203,2.5687485515148,1.28020057054728,0.78158517047058,-1.21845332109672e-17,0,-2.99486630714265e-17,-2.09944547018397,0.849953324519251,0.183137619333268,1.95506774400454,2.31070603148861,-0.539018276625753,0.791209449761892,-1.12416193775602,1.24611770905576,2.28362085483508,-1.42643335705247,1.09282570881274,-1.50273153877233,4.82722298824377e-17,1.47862833292015,1.85537092407593,1.0416285594255,0.3246711749174,2.1544005338161,-0.148976907915363,-0.3120176174843,1.64345265225757,2.42936826479211e-17,-0.205663704078821,-0.240123667598335,1.64199505211549e-17,-0.387626926362285,2.99319786370297,0.131982675939005,-1.0761576693387,0.691565389359738,4.30220277788435e-17,0.00390782908306466,-0.506933886783004,4.65672435590244e-17,0.205890175798937,0.74123365793602,0,-0.366304381102902,-0.0446898728639209,6.12804974543885e-18,0.812573916171283,-2.09940554829101,-0.597696838353746,-0.761294082316435,0.736056803104018,-0.152932279622965,-0.111366068442275,-4.05938984963233e-17,3.97743905864885e-17,-0.509891471205174,-0.377247585325102,0.290522794312841,-2.24037343711325e-17,3.16734260531931e-17,0.754419136139557,0.961307320866092,-1.54987419116244e-17,-0.0317691086572404,0.752398006305001,-7.34750365230457e-17,-0.946515236723162,-0.513745944650979,-1.36803707238138,-4.4242532382485e-18,6.4822070285874e-17,0.654604682622559,0.301297378860691,-2.48030093987156e-17,1.21611322266852,3.15084069248915e-17,-1.33920164975658e-17,0.0587980389430589,-1.1626559672016e-17,-0.741393223316995,-0.242103197228546,0,7.31246838451674e-18,7.64236440627947e-18,2.87055698265908e-17,-2.56511539413306e-17,-1.91005554709215e-17,-2.99043086665752e-17,2.00948009304998e-16,2.24929001025381e-17,1.84911500996799e-17,6.5902703670128e-17
